Ward_Code,Turnout
E05000064,0.4005227998838222
E05000065,0.35638156141753263
E05000066,0.4317464869515343
E05000067,0.43615043615043614
E05000068,0.47971602434077076
E05000069,0.4124277456647399
E05000070,0.35120089072689675
E05000072,0.38703650474274215
E05000071,0.3344700944386149
E05000073,0.4145981087470449
E05000074,0.39432914352528503
E05000075,0.3336764705882353
E05000076,0.42912315834644543
E05000077,0.3769835384843541
E05000078,0.4580798338032349
E05000079,0.29201588001764445
E05000080,0.39018012783265543
E05000083,0.4629552693532752
E05000081,0.46404303510758776
E05000082,0.40233485193621865
E05000084,0.3124701385570951
E05000106,0.4872043010752688
E05000107,0.4343464590507561
E05000108,0.41240186823015007
E05000109,0.44050162563864376
E05000110,0.5048347678248858
E05000111,0.45671424106677777
E05000112,0.49834553293893513
E05000113,0.4707465364297817
E05000114,0.3341772151898734
E05000115,0.30925057379503046
E05000116,0.4321944809461235
E05000117,0.4789489399820842
E05000118,0.5058024046001045
E05000119,0.4823876618431074
E05000120,0.4672832824953262
E05000121,0.3711273317112733
E05000122,0.4535047198232577
E05000123,0.4645024564107504
E05000124,0.5599955101582669
E05000125,0.44138718720797426
E05000126,0.5186834154873589
E05000127,0.4985289641878868
E05000085,0.474830491062256
E05000086,0.38753738783649055
E05000087,0.41843404028277975
E05000088,0.3864785733297844
E05000089,0.4154961486180335
E05000090,0.39522285151440534
E05000091,0.33972543037698844
E05000092,0.3986735445836404
E05000093,0.4240648379052369
E05000094,0.4218324765648624
E05000095,0.41096049125246203
E05000096,0.4032390564487736
E05000097,0.3918284617025816
E05000098,0.44094663987497207
E05000099,0.4077898180331221
E05000100,0.34176458872734516
E05000101,0.42430507695841946
E05000102,0.3714091614906832
E05000103,0.38176950225142997
E05000104,0.43646873357856014
E05000105,0.38250914670128644
E05000285,0.4704225352112676
E05000286,0.4282293468138885
E05000287,0.40913068844807465
E05000288,0.3900371747211896
E05000289,0.4181450357920946
E05000290,0.410535876475931
E05000291,0.47052785923753665
E05000292,0.5045683679899181
E05000293,0.44780635400907715
E05000294,0.41634659701951143
E05000295,0.4417336394948335
E05000296,0.41029327199539967
E05000297,0.45525534905513043
E05000298,0.5191256830601093
E05000299,0.42759134973900076
E05000300,0.48054171855541716
E05000301,0.41368563685636855
E05000302,0.42718880285884453
E05000303,0.4510313216195569
E05000304,0.4056968136466044
E05000305,0.4686166007905138
E05000043,0.414772132006286
E05000044,0.33730337078651684
E05000045,0.43991346673877774
E05000046,0.3433557611438183
E05000047,0.4337593184238552
E05000048,0.4186197213521979
E05000049,0.5021625817899523
E05000050,0.4577354395273122
E05000051,0.49722927730316324
E05000052,0.5404946653734238
E05000053,0.44324122479462286
E05000054,0.45171094101755965
E05000055,0.41901202849468644
E05000056,0.5183397683397684
E05000057,0.44676367285499247
E05000058,0.44931650893796005
E05000059,0.471881390593047
E05000060,0.44899060779445105
E05000061,0.47089104056869713
E05000062,0.39066250600096014
E05000063,0.44661016949152543
E05000128,0.42656100560185817
E05000129,0.39174127535172665
E05000130,0.43198691330061656
E05000131,0.43439968915943533
E05000132,0.4269225607301033
E05000133,0.41750334672021416
E05000134,0.4573204419889503
E05000135,0.46009234828496043
E05000136,0.4267491302667182
E05000137,0.5320022656471255
E05000138,0.40673472093331564
E05000139,0.4828982898289829
E05000140,0.3926178904505451
E05000141,0.39902880107166777
E05000142,0.3977637835753759
E05000143,0.401961889728267
E05000144,0.40939329430548166
E05000145,0.4340183533669381
E05000026,0.3644260323399706
E05000027,0.27671097981290005
E05000028,0.31632383966244726
E05000029,0.3443163097199341
E05000030,0.30597014925373134
E05000031,0.3156297420333839
E05000032,0.35718128025820334
E05000033,0.2813746548020865
E05000034,0.29546531837573076
E05000035,0.4249432463110102
E05000036,0.2729545075820696
E05000037,0.2828406506909218
E05000038,0.29140532293609084
E05000039,0.34203695220644376
E05000040,0.2899017555161862
E05000041,0.30728751395311754
E05000042,0.34242181234963914
E09000001,0.4864088397790055
E05000475,0.29633781763826605
E05000476,0.432299963239799
E05000477,0.3409355364207587
E05000478,0.3150397526501767
E05000479,0.30026290300262903
E05000480,0.43777592172771745
E05000481,0.4897364419665484
E05000482,0.3988516980210115
E05000483,0.41281180466096734
E05000484,0.3970457574411373
E05000485,0.4645398773006135
E05000486,0.43421217043608645
E05000487,0.42254519673874513
E05000488,0.4195970466775122
E05000489,0.3885764279465067
E05000490,0.3896572459410704
E05000491,0.3336439888164026
E05000492,0.37589586075764225
E05000493,0.46538649706457924
E05000494,0.37419594260267197
E05009317,0.47312117943185905
E05009318,0.37491161080469526
E05009319,0.4371362048894063
E05009320,0.5024038461538461
E05009321,0.4292866082603254
E05009322,0.44961715160796323
E05009323,0.30992297236067057
E05009324,0.3988787091480924
E05009325,0.41399787910922586
E05009326,0.44754051748649415
E05009327,0.4280511811023622
E05009328,0.4078327444051826
E05009332,0.47121535181236673
E05009333,0.4180816204944891
E05009329,0.4745120067406263
E05009330,0.4546461928130442
E05009331,0.4605456145497213
E05009334,0.46900584795321637
E05009335,0.42914228628514345
E05009336,0.4224484963296235
E05000146,0.3976188032433542
E05000147,0.4418526410227655
E05000148,0.3843023878359567
E05000149,0.3587978040383363
E05000150,0.4479396854283115
E05000151,0.41382575757575757
E05000152,0.449017265718319
E05000153,0.37765374264925744
E05000154,0.26589689380387055
E05000155,0.43263780002412255
E05000156,0.42186972662841715
E05000157,0.2758004225581017
E05000158,0.423001344503051
E05000159,0.42829719963866303
E05000160,0.4892682926829268
E05000161,0.33563808771236664
E05000162,0.49039709317415003
E05000163,0.46225777377196936
E05000164,0.41889137966170775
E05000165,0.3786099650904475
E05000166,0.42494538645584107
E05000167,0.3534815742770644
E05000168,0.3982356647763075
E05000169,0.37223612849395077
E05000555,0.38345059651269503
E05000556,0.3740344622697564
E05000557,0.45607566527733245
E05000558,0.4636118598382749
E05000559,0.4772151898734177
E05000560,0.46590558469608145
E05000561,0.46544387380777696
E05000562,0.28337136337706786
E05000563,0.4217687074829932
E05000564,0.37278022446370224
E05000565,0.40151398115247955
E05000566,0.39973351099267157
E05000567,0.42098932491354685
E05000568,0.3566009104704097
E05000569,0.41550099914359123
E05000570,0.4231117824773414
E05000571,0.31209745169420333
E05000572,0.43130947594156277
E05000170,0.4453954125299555
E05000171,0.5097911933354972
E05000172,0.45552164575562337
E05000173,0.472922192749779
E05000174,0.4578683671145525
E05000175,0.38318777292576417
E05000176,0.4519628099173554
E05000177,0.39306409913524115
E05000178,0.41117071631429475
E05000179,0.4500788821275637
E05000180,0.4685026564024721
E05000181,0.4375873561982582
E05000183,0.43138487324533836
E05000182,0.5282495667244368
E05000184,0.38650243246040783
E05000185,0.3950823088143363
E05000186,0.4183044540062798
E05000187,0.4159443660552308
E05000188,0.44458211308853346
E05000189,0.48778320746334963
E05000190,0.4687075540695852
E05000191,0.5192086496434323
E05000192,0.5420079569389188
E05000324,0.483092507075823
E05000325,0.3076242702989563
E05000326,0.30425709515859767
E05000327,0.48064902247639313
E05000328,0.38257622899813315
E05000329,0.5181292075115153
E05000330,0.35731462925851704
E05000331,0.3196788241698421
E05000332,0.37698060590695903
E05000333,0.5096491228070176
E05000334,0.4797979797979798
E05000335,0.44742956723787397
E05000336,0.40524111846548694
E05000337,0.35590551181102364
E05000338,0.3619522166858311
E05000339,0.37874085568610066
E05000340,0.39800995024875624
E05000341,0.36572037851526057
E05000342,0.34009671993271656
E05000343,0.4319092122830441
E05000344,0.38695163104611924
E05000345,0.3081999266772577
E05000193,0.420281075842016
E05000194,0.4281042189033032
E05000195,0.4107038294882305
E05000196,0.42298456260720413
E05000197,0.3601380319983269
E05000198,0.329728536746855
E05000199,0.3454526068877279
E05000200,0.4726557983581917
E05000201,0.36705520123158125
E05000202,0.4622352941176471
E05000203,0.37853658536585366
E05000204,0.3615555555555556
E05000205,0.4041428417304995
E05000206,0.34681593836523417
E05000207,0.3671092476123923
E05000208,0.42362916902204634
E05000209,0.4457163087089922
E05000210,0.4610450077599586
E05000211,0.353151157065485
E05000212,0.3848619584324268
E05000213,0.4716613125286829
E05000266,0.5711240585476766
E05000267,0.42318956336528224
E05000268,0.3844869654552459
E05000269,0.5347027302883388
E05000270,0.5327576754385965
E05000271,0.47620894750452547
E05000272,0.5212385249727711
E05000273,0.49017822297385194
E05000274,0.5734138972809668
E05000275,0.37436232831916283
E05000276,0.3508725542041248
E05000278,0.39523313664236953
E05000277,0.4313274562412163
E05000279,0.534140127388535
E05000280,0.39614363237501443
E05000281,0.37065549643382767
E05000282,0.4118106139438085
E05000283,0.3500269251480883
E05000284,0.3914563106796117
E05000214,0.3241686589871767
E05000215,0.5240361151781356
E05000216,0.4231890558421171
E05000217,0.39115194004593257
E05000218,0.5120778611632271
E05000219,0.4208245798319328
E05000220,0.3379449294828744
E05000221,0.3729943738278808
E05000222,0.44433905320341466
E05000223,0.3478616499182052
E05000224,0.39205378973105137
E05000225,0.41476422155688625
E05000226,0.3635866593767086
E05000227,0.4423602042027781
E05000228,0.2874912926659369
E05000229,0.3362985463224127
E05000230,0.33629522168827636
E05000437,0.333021515434986
E05000438,0.4926865858232279
E05000439,0.4889045084847876
E05000440,0.44083137780757625
E05000441,0.5147599420741896
E05000442,0.3155149934810952
E05000443,0.3861928280008589
E05000444,0.4951208178438662
E05000445,0.3802718717323109
E05000446,0.53548543102406
E05000447,0.5168843393340393
E05000448,0.4209061240161259
E05000449,0.4170699516058073
E05000450,0.48308088946181116
E05000451,0.4062850729517396
E05000452,0.46173884728101594
E05000453,0.4886738275018611
E05000454,0.3551538837322912
E05000306,0.32234971069922524
E05000307,0.4799327084835376
E05000308,0.3874443663621457
E05000309,0.4322701688555347
E05000310,0.28648820905035055
E05000311,0.44100719424460433
E05000312,0.3819795528592293
E05000313,0.32717899532430167
E05000314,0.3429594272076372
E05000315,0.40434391177132567
E05000316,0.3692438196800776
E05000317,0.4296595499134449
E05000318,0.3317156030089784
E05000319,0.3578542550044374
E05000320,0.4131543921916593
E05000321,0.3133273502355845
E05000322,0.4060230924889894
E05000323,0.4960547690879554
E05000495,0.4298524404086266
E05000496,0.48427194317605277
E05000497,0.4031308536259031
E05000498,0.40580554907903943
E05000499,0.46644021739130437
E05000500,0.47339000815185744
E05000501,0.4000976443305261
E05000502,0.43970406905055487
E05000503,0.39531348955034834
E05000504,0.4319839074679407
E05000505,0.41863998986957074
E05000506,0.3382861534520302
E05000507,0.39969675763937484
E05000508,0.43021307158247546
E05000509,0.5028979045920642
E05000510,0.4436612627127178
E05000511,0.5083836351441985
E05000512,0.4215619307832423
E05000513,0.49264902432504676
E05000514,0.4210070518371892
E05000515,0.5452626022697281
E05000416,0.28327085285848175
E05000417,0.4202841744243018
E05000418,0.4052431704030381
E05000419,0.38145231846019245
E05000420,0.31660965412390724
E05000421,0.394136491602757
E05000422,0.4037301764574492
E05000423,0.49658403279328517
E05000424,0.4172919699854407
E05000425,0.3681204098286336
E05000426,0.41751728679618044
E05000427,0.5669534821188491
E05000428,0.414162639209918
E05000429,0.40420032310177706
E05000430,0.4355532249606712
E05000431,0.42334333872084967
E05000432,0.41986408782017776
E05000433,0.4432584958900748
E05000434,0.47761888152540405
E05000435,0.4221518360882906
E05000436,0.4137022397891963
E05000534,0.4257774538386783
E05000535,0.396969696969697
E05000536,0.368563980013035
E05000537,0.38398729870718984
E05000538,0.4886740331491713
E05000539,0.4891158944424176
E05000540,0.38915779283639884
E05000541,0.35716458777000304
E05000542,0.35233830845771147
E05000543,0.3597113650030066
E05000544,0.4409752868490733
E05000545,0.409085654837591
E05000546,0.3575784955952112
E05000547,0.4756414603820504
E05000548,0.3689375784548671
E05000549,0.3575227514478194
E05000550,0.3408658118573061
E05000551,0.44790359025859905
E05000552,0.38709283884347934
E05000553,0.44343342432514404
E05000554,0.5835804799137234
E05000455,0.469017094017094
E05000456,0.49897005228965297
E05000457,0.46234338427646976
E05000458,0.4005655042412818
E05000459,0.510519172039362
E05000460,0.450664518727346
E05000461,0.4754147812971342
E05000462,0.4670800656574868
E05000463,0.3707423580786026
E05000464,0.40377736442981826
E05000465,0.44092451915306285
E05000466,0.5267262388302193
E05000467,0.38375818359102937
E05000468,0.4136405248703082
E05000469,0.48855689764780674
E05000470,0.40278567367822626
E05000471,0.4793388429752066
E05000472,0.5455888560574081
E05000473,0.4909403311465167
E05000474,0.5018497438816164
E05000610,0.4657773890225235
E05000611,0.5036760671568089
E05000612,0.49664
E05000613,0.4550150667240637
E05000614,0.44362637362637364
E05000615,0.5434149498435983
E05000616,0.5100728675525075
E05000617,0.3988558352402746
E05000618,0.5208693771626297
E05000619,0.4681700728212356
E05000620,0.38459890757202525
E05000621,0.37345844504021447
E05000623,0.4252899448260331
E05000624,0.47507501693930887
E05000622,0.4053219055212278
E05000625,0.49906870860927155
E05000626,0.5016668350338418
E05000627,0.5140671273445212
E05000628,0.425880073204866
E05000629,0.44253212306966877
E05009367,0.48700802445548336
E05009368,0.43762622339599194
E05009369,0.5009746588693957
E05009370,0.4283295711060948
E05009371,0.444243955250812
E05009372,0.43755558378859105
E05009373,0.47454568887743265
E05009386,0.40206042043714324
E05009374,0.3885350318471338
E05009375,0.4008002207505519
E05009376,0.3563630692451653
E05009377,0.3817242863290776
E05009378,0.4212003742815132
E05009379,0.45750558363700483
E05009380,0.4581984897518878
E05009381,0.4474715797726382
E05009382,0.34190522400129386
E05009383,0.39070567986230637
E05009384,0.5177063789868668
E05009385,0.4288654136369872
E05009387,0.3862148633038121
E05000366,0.4513841538251739
E05000367,0.3933737750816612
E05000368,0.42283532454735806
E05000369,0.42502920939893546
E05000370,0.41256366723259763
E05000371,0.4585967130214918
E05000372,0.5096015676028739
E05000373,0.48379929642658764
E05000374,0.490847721666883
E05000375,0.44388229220443987
E05000376,0.4695216049382716
E05000377,0.4577344701583435
E05000378,0.5044144378083615
E05000379,0.438262695184359
E05000380,0.44257740142894947
E05000381,0.48295262743332956
E05000590,0.3768918918918919
E05000591,0.3674927113702624
E05000592,0.4076604049768236
E05000593,0.4289054508256613
E05000594,0.42880886426592796
E05000595,0.42174347267798545
E05000596,0.40154486036838977
E05000597,0.46060606060606063
E05000598,0.41621919317086603
E05000599,0.4335345711356647
E05000600,0.37555720653789004
E05000601,0.44894534995206137
E05000602,0.38142320011140507
E05000603,0.39688759516345723
E05000604,0.37299153685759845
E05000605,0.4593801810993496
E05000606,0.4134449642945087
E05000607,0.3626707132018209
E05000608,0.4498291787928635
E05000609,0.42969411195744167
E05000346,0.29933592281668964
E05000347,0.37682223387519664
E05000348,0.49716995563714245
E05000349,0.5001425313568986
E05000350,0.3278645491534322
E05000351,0.31278153153153154
E05000352,0.28630166630599435
E05000353,0.2964912280701754
E05000354,0.3557780998814073
E05000355,0.36800651819663227
E05000356,0.36989795918367346
E05000357,0.38720796629643817
E05000358,0.3729266987693954
E05000359,0.38701088214864554
E05000360,0.46140514598053595
E05000361,0.38089375846362183
E05000362,0.4094821696953136
E05000363,0.42532194006498975
E05000364,0.3792984473835538
E05000365,0.45187625322257235
E05000400,0.46588693957115007
E05000401,0.4986518065791839
E05000402,0.5007486275162203
E05000403,0.5104485929228197
E05000404,0.37186788154897493
E05000405,0.38049472191586575
E05000406,0.45636109446774514
E05000407,0.5441367775506412
E05000408,0.42664670658682635
E05000409,0.41946676406135863
E05000410,0.4730973451327434
E05000411,0.4724137931034483
E05000412,0.4625838637536556
E05000413,0.4733267064280981
E05000414,0.4109635110139566
E05000415,0.5738310848272038
E05000516,0.5548420687261367
E05000517,0.6202614379084967
E05000518,0.5191274106860575
E05000519,0.543268416596105
E05000520,0.5045989995158948
E05000521,0.43049095607235144
E05000522,0.5128245725142495
E05000523,0.43151356652500816
E05000524,0.5927811198519204
E05000525,0.5475035216778839
E05000526,0.538948701709943
E05000528,0.5523793787177792
E05000529,0.5699473057963624
E05000527,0.5381861575178998
E05000530,0.5377624569100595
E05000531,0.5208672970329312
E05000532,0.46734375
E05000533,0.4885547201336675
E05000250,0.43112543962485345
E05000251,0.4482964734010759
E05000252,0.41267960302177453
E05000253,0.37310720775287703
E05000254,0.38375870069605567
E05000255,0.4477944452695678
E05000256,0.42663922375771834
E05000257,0.4097605893186004
E05000258,0.41473621282319534
E05000259,0.5191308455361361
E05000260,0.43562551781275893
E05000261,0.5284566180088568
E05000262,0.3741695455753388
E05000263,0.4085255066387142
E05000264,0.390277993477248
E05000265,0.4125756990078598
E05009388,0.4235600853282768
E05009389,0.33122954651706404
E05009390,0.40535372848948376
E05009391,0.3896983377796019
E05009392,0.39501160092807425
E05009393,0.3433583959899749
E05009394,0.39791666666666664
E05009395,0.3714752758479771
E05009396,0.3688925081433225
E05009397,0.389591788016233
E05009398,0.46638924455825864
E05009399,0.38716598400624147
E05009400,0.3850952068286277
E05009401,0.3363371322554996
E05009402,0.37751351351351353
E05009403,0.4020876826722338
E05009404,0.4091648590021692
E05009405,0.3819971293828173
E05000630,0.4427420938911805
E05000631,0.3990680335507922
E05000632,0.3960604322050105
E05000634,0.4304505097007563
E05000633,0.4448626270229582
E05000635,0.4123048668503214
E05000636,0.34990654205607474
E05000637,0.3092105263157895
E05000638,0.38713098815626656
E05000639,0.422887457370216
E05000640,0.4070966614228282
E05000641,0.3956372968349016
E05000642,0.41478587962962965
E05000643,0.3803593666607365
E05000644,0.3737864077669903
E05000645,0.4613951562823432
E05000646,0.4444249956240154
E05000647,0.4284356586200342
E05000649,0.38177182919056724
E05000648,0.35607866507747316
